string_1;template_string;norm_sim_damerau_levenshtein;damerau_levenshtein_distance;norm_sim_jaro_winkler;jaro_winkler_distance;norm_sim_sorensen_dice;sorensen_dice_distance;norm_sim_cosine;cosine_distance;norm_sim_overlap;overlap_distance;norm_sim_mra;mra_distance;norm_sim_lcsstr;lcsstr_distance;norm_sim_gestalt;gestalt_distance;function;time
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;Autocorrect(LanguageTool);0.039484812994487584
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;Autocorrect(GramFormer);0.4272707460040692
I  graduated from Chung university.;I  graduated from Chung university.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(Jamspell);7.011500565567985e-05
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;SpellChecker(Autocorrect);0.000579884996113833
I graduated from Hung university.;I  graduated from Chung university.;0.9142857142857143;3;0.894062049062049;0.105937950937951;0.9411764705882353;0.05882352941176472;0.9415838181383994;0.05841618186160058;0.9696969696969697;0.030303030303030276;1.0;0;0.4571428571428572;19;0.9411764705882353;0.05882352941176472;SpellChecker(TextBlob);0.0008048500021686777
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;SpellChecker(Gingerit);0.4336051430000225
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;SpellChecker(LanguageTool);0.0615694669977529
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;SpellChecker(GramFormer);0.4012208819985972
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;SpellChecker(Jamspell);0.000541825000254903
I  graduated from Hung university.;I  graduated from Chung university.;0.9428571428571428;2;0.9826890756302521;0.017310924369747904;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.5142857142857142;17;0.9565217391304348;0.04347826086956519;TextBlob(Autocorrect);0.0004165359932812862
I graduated from Hung university.;I  graduated from Chung university.;0.9142857142857143;3;0.894062049062049;0.105937950937951;0.9411764705882353;0.05882352941176472;0.9415838181383994;0.05841618186160058;0.9696969696969697;0.030303030303030276;1.0;0;0.4571428571428572;19;0.9411764705882353;0.05882352941176472;TextBlob(SpellChecker);0.0007962960080476478
I  graduated from Hung university.;I  graduated from Chung university.;0.9428571428571428;2;0.9826890756302521;0.017310924369747904;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.5142857142857142;17;0.9565217391304348;0.04347826086956519;TextBlob(Gingerit);0.34065575699787587
I graduated from Hung university.;I  graduated from Chung university.;0.9142857142857143;3;0.894062049062049;0.105937950937951;0.9411764705882353;0.05882352941176472;0.9415838181383994;0.05841618186160058;0.9696969696969697;0.030303030303030276;1.0;0;0.4571428571428572;19;0.9411764705882353;0.05882352941176472;TextBlob(LanguageTool);0.031243552002706565
I graduated from Hung University.;I  graduated from Chung university.;0.8857142857142857;4;0.8759428385234836;0.12405716147651635;0.9117647058823529;0.08823529411764708;0.9121593238215745;0.0878406761784255;0.9393939393939394;0.06060606060606055;1.0;0;0.4571428571428572;19;0.9117647058823529;0.08823529411764708;TextBlob(GramFormer);0.4392449189981562
I  graduated from Hung university.;I  graduated from Chung university.;0.9428571428571428;2;0.9826890756302521;0.017310924369747904;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.5142857142857142;17;0.9565217391304348;0.04347826086956519;TextBlob(Jamspell);0.00037025599158369005
I  graduated from Chung university.;I  graduated from Chung university.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(Autocorrect);0.3627685259998543
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;Gingerit(SpellChecker);0.34775190600339556
I  graduated from Hung university.;I  graduated from Chung university.;0.9428571428571428;2;0.9826890756302521;0.017310924369747904;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.5142857142857142;17;0.9565217391304348;0.04347826086956519;Gingerit(TextBlob);0.39541604099213146
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;Gingerit(LanguageTool);0.432811660997686
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;Gingerit(GramFormer);0.7446012729997165
I  graduated from Chung university.;I  graduated from Chung university.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(Jamspell);0.35503202299878467
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;LanguageTool(Autocorrect);0.02914243900886504
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;LanguageTool(SpellChecker);0.01997888799814973
I graduated from Hung university.;I  graduated from Chung university.;0.9142857142857143;3;0.894062049062049;0.105937950937951;0.9411764705882353;0.05882352941176472;0.9415838181383994;0.05841618186160058;0.9696969696969697;0.030303030303030276;1.0;0;0.4571428571428572;19;0.9411764705882353;0.05882352941176472;LanguageTool(TextBlob);0.020795062999241054
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;LanguageTool(Gingerit);0.4109238879973418
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;LanguageTool(GramFormer);0.4567040799956885
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;LanguageTool(Jamspell);0.017606836001505144
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;GramFormer(Autocorrect);0.4055952119961148
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;GramFormer(SpellChecker);0.4004876390026766
I graduated from Hung University.;I  graduated from Chung university.;0.8857142857142857;4;0.8759428385234836;0.12405716147651635;0.9117647058823529;0.08823529411764708;0.9121593238215745;0.0878406761784255;0.9393939393939394;0.06060606060606055;1.0;0;0.4571428571428572;19;0.9117647058823529;0.08823529411764708;GramFormer(TextBlob);0.40300021099392325
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;GramFormer(Gingerit);0.7712119860007078
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;GramFormer(LanguageTool);0.49288534299557796
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;GramFormer(Jamspell);0.40375806700467365
I  graduated from Chung university.;I  graduated from Chung university.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(Autocorrect);8.717399759916589e-05
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;Jamspell(SpellChecker);0.000551175995497033
I  graduated from Hung university.;I  graduated from Chung university.;0.9428571428571428;2;0.9826890756302521;0.017310924369747904;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.5142857142857142;17;0.9565217391304348;0.04347826086956519;Jamspell(TextBlob);0.00036896100209560245
I  graduated from Chung university.;I  graduated from Chung university.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(Gingerit);0.37420240200299304
I graduated from Chung university.;I  graduated from Chung university.;0.9714285714285714;1;0.9139495798319328;0.08605042016806719;0.9855072463768116;0.01449275362318836;0.9856107606091623;0.014389239390837694;1.0;0.0;1.0;0;0.9428571428571428;2;0.9855072463768116;0.01449275362318836;Jamspell(LanguageTool);0.023924429006001446
I graduated from Chung University.;I  graduated from Chung university.;0.9428571428571428;2;0.8961106866989219;0.10388931330107809;0.9565217391304348;0.04347826086956519;0.9566222088265399;0.04337779117346008;0.9705882352941176;0.02941176470588236;1.0;0;0.6285714285714286;13;0.9565217391304348;0.04347826086956519;Jamspell(GramFormer);0.40060077899397584
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect;5.24220013176091e-05
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker;0.14473847699991893
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob;0.00010009099787566811
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit;0.5300631930003874
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool;0.014105412999924738
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;GramFormer;0.5262698509977781
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell;1.4488003216683865e-05
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;Autocorrect(SpellChecker);0.16574968199711293
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(TextBlob);0.00014782299695070833
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(Gingerit);0.35067060699657304
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(LanguageTool);0.04347979500016663
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(GramFormer);0.4593483969947556
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(Jamspell);6.460899749072269e-05
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker(Autocorrect);0.16570794000290334
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker(TextBlob);0.1590478139987681
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker(Gingerit);0.49102488000062294
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker(LanguageTool);0.18426458099565934
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker(GramFormer);0.47340523800085066
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;SpellChecker(Jamspell);0.16403850899951067
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob(Autocorrect);0.00018458599515724927
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;TextBlob(SpellChecker);0.15744247600378003
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob(Gingerit);0.29871703100798186
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob(LanguageTool);0.01999703900219174
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob(GramFormer);0.5116824259966961
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob(Jamspell);0.00011432899918872863
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(Autocorrect);0.4088135069978307
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;Gingerit(SpellChecker);0.5174968090068433
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(TextBlob);0.3672064650018001
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(LanguageTool);0.4210525489907013
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(GramFormer);0.8549057870040997
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit(Jamspell);0.37569831700238865
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool(Autocorrect);0.021069725997222122
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;LanguageTool(SpellChecker);0.16781667100440245
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool(TextBlob);0.013666986000316683
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool(Gingerit);0.37768737700389465
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool(GramFormer);0.5131772560052923
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool(Jamspell);0.014680192005471326
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;GramFormer(Autocorrect);0.530642458004877
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;GramFormer(SpellChecker);0.6966695920054917
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;GramFormer(TextBlob);0.499562828001217
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;GramFormer(Gingerit);0.8396491540042916
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;GramFormer(LanguageTool);0.5076529439975275
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;GramFormer(Jamspell);0.46951285900286166
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(Autocorrect);5.7475997891742736e-05
I like to shop.;I like to shop T-shirts.;0.625;9;0.925;0.07499999999999996;0.7692307692307693;0.23076923076923073;0.7905694150420948;0.20943058495790523;1.0;0.0;0.6666666666666667;2;0.5833333333333333;10;0.7692307692307693;0.23076923076923073;Jamspell(SpellChecker);0.16787835500144865
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(TextBlob);0.0001627790043130517
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(Gingerit);0.34652174599614227
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(LanguageTool);0.015642875994672067
I like to shop T-shirts.;I like to shop T-shirts.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell(GramFormer);0.4522983630085946
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect;4.5561006118077785e-05
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;SpellChecker;0.0003563030040822923
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;TextBlob;0.0002637349971337244
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Gingerit;0.40814127500198083
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;LanguageTool;0.020134247999521904
We have been in contact.;But we have been in contact.;0.8214285714285714;5;0.8251380262249827;0.17486197377501733;0.8846153846153846;0.11538461538461542;0.8872442622820285;0.11275573771797154;0.9583333333333334;0.04166666666666663;0.5;3;0.8214285714285714;5;0.8846153846153846;0.11538461538461542;GramFormer;0.3559465220023412
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Jamspell;1.3625001884065568e-05
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(SpellChecker);0.00040138099575415254
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(TextBlob);0.0003144069996778853
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(Gingerit);0.4058002179954201
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(LanguageTool);0.021259006003674585
We have been in contact.;But we have been in contact.;0.8214285714285714;5;0.8251380262249827;0.17486197377501733;0.8846153846153846;0.11538461538461542;0.8872442622820285;0.11275573771797154;0.9583333333333334;0.04166666666666663;0.5;3;0.8214285714285714;5;0.8846153846153846;0.11538461538461542;Autocorrect(GramFormer);0.41623577799327904
But we have been in contact.;But we have been in contact.;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;1.0;0;Autocorrect(Jamspell);6.193199806148186e-05
